dataset_id,dataset_filepath,graph_id,graph_filepath,n_nodes,n_trajectories,trajectory_len,sampling_frequency,sync,allow_self_parent,attractor_state_percentage
0,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t5_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,50,1,True,False,0.913725
1,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t5_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,50,1,True,False,0.909804
2,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t5_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,50,1,True,False,0.909804
3,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t5_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,100,1,True,False,0.952475
4,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t5_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,100,1,True,False,0.960396
5,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t5_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,100,1,True,False,0.956436
6,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t5_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,150,1,True,False,0.968212
7,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t5_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,150,1,True,False,0.973510
8,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t5_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,150,1,True,False,0.973510
9,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t5_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,200,1,True,False,0.977114
10,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t5_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,200,1,True,False,0.977114
11,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t5_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,200,1,True,False,0.979104
12,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t10_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,50,1,True,False,0.915686
13,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t10_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,50,1,True,False,0.911765
14,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t10_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,50,1,True,False,0.915686
15,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t10_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,100,1,True,False,0.953465
16,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t10_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,100,1,True,False,0.959406
17,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t10_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,100,1,True,False,0.955446
18,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t10_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,150,1,True,False,0.970861
19,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t10_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,150,1,True,False,0.972848
20,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t10_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,150,1,True,False,0.971523
21,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t10_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,200,1,True,False,0.978607
22,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t10_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,200,1,True,False,0.978109
23,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t10_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,200,1,True,False,0.980597
24,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t15_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,50,1,True,False,0.925490
25,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t15_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,50,1,True,False,0.909804
26,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t15_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,50,1,True,False,0.916340
27,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t15_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,100,1,True,False,0.955116
28,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t15_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,100,1,True,False,0.958416
29,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t15_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,100,1,True,False,0.957096
30,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t15_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,150,1,True,False,0.972627
31,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t15_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,150,1,True,False,0.972185
32,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t15_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,150,1,True,False,0.971302
33,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t15_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,200,1,True,False,0.978109
34,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t15_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,200,1,True,False,0.978109
35,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t15_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,200,1,True,False,0.980100
36,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t20_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,50,1,True,False,0.923529
37,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t20_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,50,1,True,False,0.910784
38,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t20_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,50,1,True,False,0.914706
39,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t20_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,100,1,True,False,0.956436
40,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t20_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,100,1,True,False,0.958416
41,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t20_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,100,1,True,False,0.957921
42,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t20_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,150,1,True,False,0.972185
43,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t20_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,150,1,True,False,0.971192
44,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t20_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,150,1,True,False,0.971192
45,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t20_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,200,1,True,False,0.978109
46,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t20_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,200,1,True,False,0.978607
47,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t20_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,200,1,True,False,0.980100
48,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t25_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,50,1,True,False,0.922353
49,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t25_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,50,1,True,False,0.909804
50,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t25_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,50,1,True,False,0.915294
51,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t25_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,100,1,True,False,0.956832
52,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t25_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,100,1,True,False,0.957624
53,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t25_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,100,1,True,False,0.957228
54,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t25_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,150,1,True,False,0.971921
55,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t25_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,150,1,True,False,0.970861
56,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t25_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,150,1,True,False,0.970861
57,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t25_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,200,1,True,False,0.978109
58,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t25_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,200,1,True,False,0.978706
59,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t25_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,200,1,True,False,0.979502
60,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t30_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,50,1,True,False,0.922222
61,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t30_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,50,1,True,False,0.909150
62,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t30_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,50,1,True,False,0.914379
63,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t30_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,100,1,True,False,0.956436
64,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t30_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,100,1,True,False,0.957426
65,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t30_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,100,1,True,False,0.956766
66,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t30_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,150,1,True,False,0.971965
67,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t30_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,150,1,True,False,0.971523
68,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t30_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,150,1,True,False,0.970861
69,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t30_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,200,1,True,False,0.978441
70,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t30_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,200,1,True,False,0.978607
71,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f1_t30_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,200,1,True,False,0.979104
72,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t5_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,50,2,True,False,0.900000
73,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t5_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,50,2,True,False,0.900000
74,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t5_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,50,2,True,False,0.892308
75,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t5_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,100,2,True,False,0.945098
76,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t5_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,100,2,True,False,0.956863
77,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t5_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,100,2,True,False,0.949020
78,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t5_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,150,2,True,False,0.963158
79,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t5_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,150,2,True,False,0.968421
80,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t5_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,150,2,True,False,0.971053
81,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t5_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,200,2,True,False,0.974257
82,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t5_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,200,2,True,False,0.974257
83,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t5_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,200,2,True,False,0.976238
84,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t10_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,50,2,True,False,0.907692
85,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t10_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,50,2,True,False,0.903846
86,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t10_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,50,2,True,False,0.900000
87,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t10_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,100,2,True,False,0.947059
88,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t10_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,100,2,True,False,0.952941
89,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t10_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,100,2,True,False,0.949020
90,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t10_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,150,2,True,False,0.965789
91,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t10_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,150,2,True,False,0.968421
92,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t10_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,150,2,True,False,0.968421
93,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t10_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,200,2,True,False,0.976238
94,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t10_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,200,2,True,False,0.975248
95,biological/results/generated_trajectories/sweep_neuro/sync1_self0_f2_t10_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,200,2,True,False,0.978218
