dataset_id,dataset_filepath,graph_id,graph_filepath,n_nodes,n_trajectories,trajectory_len,sampling_frequency,sync,allow_self_parent,attractor_state_percentage
192,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t25_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,50,1,False,False,0.701961
193,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t25_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,50,1,False,False,0.638431
194,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t25_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,50,1,False,False,0.606275
195,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t25_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,100,1,False,False,0.820198
196,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t25_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,100,1,False,False,0.841188
197,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t25_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,100,1,False,False,0.827723
198,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t25_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,150,1,False,False,0.878675
199,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t25_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,150,1,False,False,0.889272
200,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t25_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,150,1,False,False,0.877881
201,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t25_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,200,1,False,False,0.922388
202,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t25_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,200,1,False,False,0.914826
203,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t25_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,200,1,False,False,0.915423
204,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t30_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,50,1,False,False,0.700654
205,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t30_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,50,1,False,False,0.632680
206,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t30_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,50,1,False,False,0.615033
207,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t30_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,100,1,False,False,0.825083
208,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t30_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,100,1,False,False,0.843564
209,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t30_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,100,1,False,False,0.820792
210,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t30_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,150,1,False,False,0.880795
211,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t30_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,150,1,False,False,0.889845
212,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t30_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,150,1,False,False,0.880132
213,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t30_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,200,1,False,False,0.925373
214,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t30_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,200,1,False,False,0.916750
215,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f1_t30_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,200,1,False,False,0.917247
216,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t5_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,50,2,False,False,0.684615
217,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t5_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,50,2,False,False,0.653846
218,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t5_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,50,2,False,False,0.476923
219,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t5_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,100,2,False,False,0.831373
220,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t5_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,100,2,False,False,0.870588
221,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t5_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,100,2,False,False,0.792157
222,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t5_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,150,2,False,False,0.886842
223,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t5_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,150,2,False,False,0.900000
224,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t5_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,150,2,False,False,0.892105
225,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t5_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,200,2,False,False,0.928713
226,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t5_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,200,2,False,False,0.908911
227,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t5_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,5,200,2,False,False,0.902970
228,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t10_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,50,2,False,False,0.711538
229,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t10_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,50,2,False,False,0.665385
230,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t10_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,50,2,False,False,0.542308
231,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t10_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,100,2,False,False,0.809804
232,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t10_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,100,2,False,False,0.839216
233,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t10_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,100,2,False,False,0.788235
234,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t10_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,150,2,False,False,0.882895
235,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t10_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,150,2,False,False,0.880263
236,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t10_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,150,2,False,False,0.865789
237,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t10_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,200,2,False,False,0.926733
238,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t10_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,200,2,False,False,0.905941
239,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t10_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,10,200,2,False,False,0.918812
240,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t15_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,50,2,False,False,0.730769
241,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t15_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,50,2,False,False,0.653846
242,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t15_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,50,2,False,False,0.584615
243,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t15_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,100,2,False,False,0.814379
244,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t15_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,100,2,False,False,0.843137
245,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t15_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,100,2,False,False,0.807843
246,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t15_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,150,2,False,False,0.881579
247,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t15_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,150,2,False,False,0.890351
248,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t15_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,150,2,False,False,0.864035
249,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t15_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,200,2,False,False,0.925413
250,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t15_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,200,2,False,False,0.912211
251,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t15_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,15,200,2,False,False,0.917492
252,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t20_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,50,2,False,False,0.694231
253,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t20_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,50,2,False,False,0.634615
254,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t20_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,50,2,False,False,0.598077
255,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t20_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,100,2,False,False,0.817647
256,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t20_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,100,2,False,False,0.839216
257,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t20_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,100,2,False,False,0.823529
258,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t20_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,150,2,False,False,0.874342
259,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t20_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,150,2,False,False,0.883553
260,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t20_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,150,2,False,False,0.874342
261,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t20_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,200,2,False,False,0.926238
262,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t20_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,200,2,False,False,0.912376
263,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t20_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,20,200,2,False,False,0.915842
264,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t25_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,50,2,False,False,0.696923
265,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t25_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,50,2,False,False,0.630769
266,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t25_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,50,2,False,False,0.601538
267,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t25_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,100,2,False,False,0.814902
268,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t25_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,100,2,False,False,0.838431
269,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t25_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,100,2,False,False,0.823529
270,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t25_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,150,2,False,False,0.876316
271,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t25_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,150,2,False,False,0.886842
272,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t25_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,150,2,False,False,0.875789
273,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t25_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,200,2,False,False,0.920396
274,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t25_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,200,2,False,False,0.912079
275,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t25_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,25,200,2,False,False,0.913267
276,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t30_l50_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,50,2,False,False,0.696154
277,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t30_l50_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,50,2,False,False,0.626923
278,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t30_l50_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,50,2,False,False,0.611538
279,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t30_l100_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,100,2,False,False,0.819608
280,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t30_l100_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,100,2,False,False,0.840523
281,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t30_l100_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,100,2,False,False,0.816993
282,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t30_l150_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,150,2,False,False,0.878509
283,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t30_l150_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,150,2,False,False,0.887281
284,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t30_l150_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,150,2,False,False,0.878070
285,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t30_l200_r0.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,200,2,False,False,0.923432
286,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t30_l200_r1.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,200,2,False,False,0.914191
287,biological/results/generated_trajectories/sweep_neuro/sync0_self0_f2_t30_l200_r2.txt,neuro,biological/results/graphs/sweep_neuro/neuro_groundtruth.txt,14,30,200,2,False,False,0.915512
